value,tab,tab_label,cat01,cat01_label,area,area_label,unit
8,150,経営体数,11,計,43650,福岡,経営体
36,150,経営体数,11,計,43660,伊崎,経営体
2,150,経営体数,11,計,43670,南,経営体
-,150,経営体数,11,計,43680,城南,経営体
2,150,経営体数,11,計,43690,早良,経営体
59,150,経営体数,11,計,43700,姪浜,経営体
9,150,経営体数,11,計,43710,浜崎今津,経営体
15,150,経営体数,11,計,43720,唐泊,経営体
38,150,経営体数,11,計,43730,西浦,経営体
23,150,経営体数,11,計,43740,能古,経営体
86,150,経営体数,11,計,43750,玄界島,経営体
11,150,経営体数,11,計,43760,小呂島,経営体
223,150,経営体数,11,計,43770,志摩町,経営体
50,150,経営体数,11,計,43780,野北,経営体
78,150,経営体数,11,計,43790,船越,経営体
31,150,経営体数,11,計,43800,岐志新町,経営体
35,150,経営体数,11,計,43810,芥屋,経営体
29,150,経営体数,11,計,43820,姫島,経営体
28,150,経営体数,11,計,43830,前原市,経営体
28,150,経営体数,11,計,43840,加布里,経営体
72,150,経営体数,11,計,43850,二丈町,経営体
12,150,経営体数,11,計,43860,深江,経営体
60,150,経営体数,11,計,43870,福吉,経営体
-,150,経営体数,11,計,43880,久留米市,経営体
-,150,経営体数,11,計,43890,筑邦,経営体
-,150,経営体数,11,計,43900,三潴,経営体
-,150,経営体数,11,計,43910,城島,経営体
114,150,経営体数,11,計,43920,大川市,経営体
1,150,経営体数,11,計,43930,三又青木,経営体
22,150,経営体数,11,計,43940,大川,経営体
33,150,経営体数,11,計,43950,上新田,経営体
31,150,経営体数,11,計,43960,川口,経営体
27,150,経営体数,11,計,43970,大野島,経営体
822,150,経営体数,11,計,43980,柳川市,経営体
29,150,経営体数,11,計,43990,久間田,経営体
138,150,経営体数,11,計,44000,浜武,経営体
156,150,経営体数,11,計,44010,沖端,経営体
37,150,経営体数,11,計,44020,西宮永,経営体
21,150,経営体数,11,計,44030,東宮永,経営体
83,150,経営体数,11,計,44040,両開,経営体
48,150,経営体数,11,計,44050,有明,経営体
44,150,経営体数,11,計,44060,皿垣開,経営体
266,150,経営体数,11,計,44070,大和,経営体
48,150,経営体数,11,計,44080,みやま市,経営体
2,150,経営体数,11,計,44090,瀬高,経営体
46,150,経営体数,11,計,44100,高田,経営体
138,150,経営体数,11,計,44110,大牟田市,経営体
85,150,経営体数,11,計,44120,大牟田北,経営体
53,150,経営体数,11,計,44130,大牟田南,経営体
447,150,経営体数,11,計,44140,瀬戸内海区,経営体
144,150,経営体数,11,計,44160,北九州市,経営体
19,150,経営体数,11,計,44170,田野浦,経営体
44,150,経営体数,11,計,44180,柄杓田,経営体
11,150,経営体数,11,計,44190,今津,経営体
33,150,経営体数,11,計,44200,恒見,経営体
17,150,経営体数,11,計,44210,吉田,経営体
20,150,経営体数,11,計,44220,曽根,経営体
33,150,経営体数,11,計,44230,苅田町,経営体
33,150,経営体数,11,計,44240,苅田,経営体
147,150,経営体数,11,計,44250,行橋市,経営体
68,150,経営体数,11,計,44260,蓑島,経営体
52,150,経営体数,11,計,44270,沓尾,経営体
8,150,経営体数,11,計,44280,長井,経営体
19,150,経営体数,11,計,44290,稲童,経営体
14,150,経営体数,11,計,44300,築上町,経営体
4,150,経営体数,11,計,44310,西八田,経営体
10,150,経営体数,11,計,44320,椎田,経営体
66,150,経営体数,11,計,44330,豊前市,経営体
5,150,経営体数,11,計,44340,松江浦,経営体
9,150,経営体数,11,計,44350,八屋,経営体
52,150,経営体数,11,計,44360,宇島,経営体
43,150,経営体数,11,計,44370,吉富町,経営体
43,150,経営体数,11,計,44380,吉富,経営体
2123,150,経営体数,11,計,44850,佐賀県,経営体
808,150,経営体数,11,計,44870,唐津市,経営体
18,150,経営体数,11,計,44880,浜玉,経営体
3,150,経営体数,11,計,44890,満島,経営体
4,150,経営体数,11,計,44900,妙見,経営体
39,150,経営体数,11,計,44910,唐房,経営体
20,150,経営体数,11,計,44920,高島,経営体
18,150,経営体数,11,計,44930,相賀,経営体
54,150,経営体数,11,計,44940,湊浜,経営体
10,150,経営体数,11,計,44950,湊岡,経営体
28,150,経営体数,11,計,44960,屋形石,経営体
46,150,経営体数,11,計,44970,神集島,経営体
19,150,経営体数,11,計,44980,小友,経営体
95,150,経営体数,11,計,44990,呼子,経営体
33,150,経営体数,11,計,45000,加部島,経営体
2,150,経営体数,11,計,45010,片島本部,経営体
70,150,経営体数,11,計,45020,小川島,経営体
15,150,経営体数,11,計,45030,名護屋岡,経営体
25,150,経営体数,11,計,45040,名護屋,経営体
24,150,経営体数,11,計,45050,波戸,経営体
19,150,経営体数,11,計,45060,串浦,経営体
40,150,経営体数,11,計,45070,加唐島,経営体
66,150,経営体数,11,計,45080,馬渡島,経営体
88,150,経営体数,11,計,45090,肥前,経営体
44,150,経営体数,11,計,45100,高串,経営体
28,150,経営体数,11,計,45110,大浦浜,経営体
64,150,経営体数,11,計,45120,玄海町,経営体
23,150,経営体数,11,計,45130,外津,経営体
41,150,経営体数,11,計,45140,仮屋,経営体
33,150,経営体数,11,計,45150,伊万里市,経営体
33,150,経営体数,11,計,45160,伊万里,経営体
7,150,経営体数,11,計,45170,神埼市,経営体
7,150,経営体数,11,計,45180,千代田,経営体
563,150,経営体数,11,計,45190,佐賀市,経営体
59,150,経営体数,11,計,45200,諸富,経営体
82,150,経営体数,11,計,45210,大詫間,経営体
32,150,経営体数,11,計,45220,早津江,経営体
130,150,経営体数,11,計,45230,南川副,経営体
74,150,経営体数,11,計,45240,広江,経営体
96,150,経営体数,11,計,45250,東与賀,経営体
43,150,経営体数,11,計,45260,佐賀,経営体
47,150,経営体数,11,計,45270,久保田,経営体
105,150,経営体数,11,計,45280,小城市,経営体
105,150,経営体数,11,計,45290,芦刈,経営体
-,150,経営体数,11,計,45300,江北町,経営体
-,150,経営体数,11,計,45310,江北,経営体
142,150,経営体数,11,計,45320,白石町,経営体
34,150,経営体数,11,計,45330,福富,経営体
38,150,経営体数,11,計,45340,白石,経営体
70,150,経営体数,11,計,45350,有明,経営体
1,150,経営体数,11,計,45360,嬉野市,経営体
1,150,経営体数,11,計,45370,塩田,経営体
213,150,経営体数,11,計,45380,鹿島市,経営体
38,150,経営体数,11,計,45390,鹿島,経営体
23,150,経営体数,11,計,45400,鹿島町,経営体
63,150,経営体数,11,計,45410,浜,経営体
89,150,経営体数,11,計,45420,七浦,経営体
187,150,経営体数,11,計,45430,太良町,経営体
24,150,経営体数,11,計,45440,多良本部,経営体
12,150,経営体数,11,計,45450,太良中央,経営体
151,150,経営体数,11,計,45460,大浦,経営体
8849,150,経営体数,11,計,45570,長崎県,経営体
1704,150,経営体数,11,計,45590,対馬市,経営体
24,150,経営体数,11,計,45600,鰐浦,経営体
47,150,経営体数,11,計,45610,西泊湾,経営体
83,150,経営体数,11,計,45620,豊崎,経営体
42,150,経営体数,11,計,45630,琴,経営体
48,150,経営体数,11,計,45640,上対馬南部,経営体
104,150,経営体数,11,計,45650,佐須奈,経営体
108,150,経営体数,11,計,45660,上県,経営体
39,150,経営体数,11,計,45670,伊奈,経営体
117,150,経営体数,11,計,45680,峰東部,経営体
31,150,経営体数,11,計,45690,峰西部,経営体
37,150,経営体数,11,計,45700,日の出,経営体
72,150,経営体数,11,計,45710,豊玉東部,経営体
72,150,経営体数,11,計,45720,豊玉西部,経営体
38,150,経営体数,11,計,45730,綱島,経営体
29,150,経営体数,11,計,45740,唐崎,経営体
42,150,経営体数,11,計,45750,東海,経営体
24,150,経営体数,11,計,45760,浅海,経営体
80,150,経営体数,11,計,45770,鴨居瀬,経営体
53,150,経営体数,11,計,45780,三浦湾,経営体
30,150,経営体数,11,計,45790,大船越,経営体
74,150,経営体数,11,計,45800,高浜,経営体
83,150,経営体数,11,計,45810,対馬西海,経営体
28,150,経営体数,11,計,45820,尾崎,経営体
30,150,経営体数,11,計,45830,阿須湾,経営体
40,150,経営体数,11,計,45840,曲,経営体
22,150,経営体数,11,計,45850,厳原,経営体
90,150,経営体数,11,計,45860,佐須,経営体
91,150,経営体数,11,計,45870,久田,経営体
126,150,経営体数,11,計,45880,豆酘,経営体
919,150,経営体数,11,計,45890,壱岐市,経営体
132,150,経営体数,11,計,45900,箱崎,経営体
149,150,経営体数,11,計,45910,壱岐東部,経営体
91,150,経営体数,11,計,45920,石田,経営体
254,150,経営体数,11,計,45930,郷ノ浦,経営体
293,150,経営体数,11,計,45940,勝本,経営体
267,150,経営体数,11,計,45950,松浦市,経営体
116,150,経営体数,11,計,45960,北松鷹島,経営体
41,150,経営体数,11,計,45970,福島,経営体
27,150,経営体数,11,計,45980,松浦,経営体
83,150,経営体数,11,計,45990,新星鹿,経営体
786,150,経営体数,11,計,46000,平戸市,経営体
55,150,経営体数,11,計,46010,田平,経営体
81,150,経営体数,11,計,46020,北松大島,経営体
53,150,経営体数,11,計,46030,生月,経営体
46,150,経営体数,11,計,46040,舘浦,経営体
50,150,経営体数,11,計,46050,度島,経営体
27,150,経営体数,11,計,46060,薄香,経営体
83,150,経営体数,11,計,46070,平戸,経営体
43,150,経営体数,11,計,46080,中野,経営体
30,150,経営体数,11,計,46090,紐差,経営体
37,150,経営体数,11,計,46100,獅子,経営体
32,150,経営体数,11,計,46110,中津良,経営体
42,150,経営体数,11,計,46120,津吉,経営体
207,150,経営体数,11,計,46130,志々伎,経営体
67,150,経営体数,11,計,46140,鹿町町,経営体
67,150,経営体数,11,計,46150,鹿町,経営体
625,150,経営体数,11,計,46160,佐世保市,経営体
112,150,経営体数,11,計,46170,小佐々,経営体
136,150,経営体数,11,計,46180,宇久,経営体
68,150,経営体数,11,計,46190,佐世保黒島,経営体
130,150,経営体数,11,計,46200,相浦,経営体
60,150,経営体数,11,計,46210,佐世保,経営体
60,150,経営体数,11,計,46220,針尾,経営体
59,150,経営体数,11,計,46230,佐世保南部,経営体
198,150,経営体数,11,計,46240,小値賀町,経営体
198,150,経営体数,11,計,46250,小値賀,経営体
53,150,経営体数,11,計,46260,川棚町,経営体
53,150,経営体数,11,計,46270,川棚,経営体
40,150,経営体数,11,計,46280,東彼杵町,経営体
40,150,経営体数,11,計,46290,東彼杵,経営体
135,150,経営体数,11,計,46300,大村市,経営体
22,150,経営体数,11,計,46310,松原,経営体
62,150,経営体数,11,計,46320,新城,経営体
51,150,経営体数,11,計,46330,大村東部,経営体
271,150,経営体数,11,計,46340,諫早市,経営体
6,150,経営体数,11,計,46350,真津山,経営体
1,150,経営体数,11,計,46360,有明諫早,経営体
50,150,経営体数,11,計,46370,有喜,経営体
67,150,経営体数,11,計,46380,多良見,経営体
10,150,経営体数,11,計,46390,池下,経営体
40,150,経営体数,11,計,46400,江ノ浦,経営体
2,150,経営体数,11,計,46410,橘森山,経営体
-,150,経営体数,11,計,46420,有明森山,経営体
-,150,経営体数,11,計,46430,高来,経営体
95,150,経営体数,11,計,46440,小長井,経営体
32,150,経営体数,11,計,46450,長与町,経営体
32,150,経営体数,11,計,46460,長与,経営体
43,150,経営体数,11,計,46470,時津町,経営体
43,150,経営体数,11,計,46480,時津,経営体
714,150,経営体数,11,計,46490,長崎市,経営体
112,150,経営体数,11,計,46500,琴海,経営体
42,150,経営体数,11,計,46510,外海,経営体
67,150,経営体数,11,計,46520,新三重,経営体
40,150,経営体数,11,計,46530,福田,経営体
13,150,経営体数,11,計,46540,長崎西部,経営体
3,150,経営体数,11,計,46550,長崎港,経営体
13,150,経営体数,11,計,46560,長崎東部,経営体
17,150,経営体数,11,計,46570,深堀,経営体
136,150,経営体数,11,計,46580,茂木,経営体
18,150,経営体数,11,計,46590,網場,経営体
66,150,経営体数,11,計,46600,東長崎,経営体
12,150,経営体数,11,計,46610,香焼,経営体
26,150,経営体数,11,計,46620,伊王島,経営体
9,150,経営体数,11,計,46630,高島,経営体
12,150,経営体数,11,計,46640,蚊焼,経営体
22,150,経営体数,11,計,46650,為石,経営体
52,150,経営体数,11,計,46660,野母崎北部,経営体
54,150,経営体数,11,計,46670,野母崎南部,経営体
554,150,経営体数,11,計,46680,西海市,経営体
143,150,経営体数,11,計,46690,西彼,経営体
80,150,経営体数,11,計,46700,瀬川,経営体
57,150,経営体数,11,計,46710,西彼西海,経営体
56,150,経営体数,11,計,46720,西彼大島,経営体
122,150,経営体数,11,計,46730,崎戸,経営体
96,150,経営体数,11,計,46740,大瀬戸,経営体
231,150,経営体数,11,計,46750,雲仙市,経営体
-,150,経営体数,11,計,46760,愛野,経営体
21,150,経営体数,11,計,46770,千々石,経営体
63,150,経営体数,11,計,46780,小浜,経営体
58,150,経営体数,11,計,46790,南串山,経営体
14,150,経営体数,11,計,46800,南高多比良,経営体
29,150,経営体数,11,計,46810,土黒,経営体
13,150,経営体数,11,計,46820,神代,経営体
33,150,経営体数,11,計,46830,瑞穂,経営体
-,150,経営体数,11,計,46840,吾妻,経営体
416,150,経営体数,11,計,46850,南島原市,経営体
73,150,経営体数,11,計,46860,加津佐,経営体
75,150,経営体数,11,計,46870,口之津,経営体
66,150,経営体数,11,計,46880,南有馬,経営体
62,150,経営体数,11,計,46890,西有家,経営体
49,150,経営体数,11,計,46900,有家,経営体
66,150,経営体数,11,計,46910,布津,経営体
25,150,経営体数,11,計,46920,深江,経営体
257,150,経営体数,11,計,46930,島原市,経営体
155,150,経営体数,11,計,46940,島原,経営体
27,150,経営体数,11,計,46950,島原三会,経営体
75,150,経営体数,11,計,46960,有明,経営体
677,150,経営体数,11,計,46970,新上五島町,経営体
62,150,経営体数,11,計,46980,北魚目,経営体
17,150,経営体数,11,計,46990,北魚目第一,経営体
24,150,経営体数,11,計,47000,魚目,経営体
46,150,経営体数,11,計,47010,有川,経営体
33,150,経営体数,11,計,47020,崎浦,経営体
27,150,経営体数,11,計,47030,太田,経営体
40,150,経営体数,11,計,47040,鯛ノ浦湾,経営体
24,150,経営体数,11,計,47050,有川神ノ浦,経営体
101,150,経営体数,11,計,47060,上五島,経営体
14,150,経営体数,11,計,47070,飯ノ瀬戸,経営体
18,150,経営体数,11,計,47080,浜串,経営体
15,150,経営体数,11,計,47090,岩瀬浦,経営体
28,150,経営体数,11,計,47100,奈良尾,経営体
29,150,経営体数,11,計,47110,神部,経営体
112,150,経営体数,11,計,47120,若松中央,経営体
87,150,経営体数,11,計,47130,日ノ島,経営体
860,150,経営体数,11,計,47140,五島市,経営体
123,150,経営体数,11,計,47150,奈留,経営体
37,150,経営体数,11,計,47160,椛島,経営体
38,150,経営体数,11,計,47170,久賀島,経営体
68,150,経営体数,11,計,47180,奥浦,経営体
63,150,経営体数,11,計,47190,福江,経営体
5,150,経営体数,11,計,47200,長手,経営体
46,150,経営体数,11,計,47210,崎山,経営体
6,150,経営体数,11,計,47220,五島赤島,経営体
9,150,経営体数,11,計,47230,黄島,経営体
26,150,経営体数,11,計,47240,大浜,経営体
153,150,経営体数,11,計,47250,富江,経営体
32,150,経営体数,11,計,47260,黒瀬,経営体
25,150,経営体数,11,計,47270,大宝,経営体
70,150,経営体数,11,計,47280,玉之浦,経営体
98,150,経営体数,11,計,47290,三井楽,経営体
61,150,経営体数,11,計,47300,岐宿,経営体
4314,150,経営体数,11,計,47350,熊本県,経営体
171,150,経営体数,11,計,47370,荒尾市,経営体
128,150,経営体数,11,計,47380,荒尾,経営体
43,150,経営体数,11,計,47390,牛水,経営体
25,150,経営体数,11,計,47400,長洲町,経営体
25,150,経営体数,11,計,47410,長洲,経営体
452,150,経営体数,11,計,47420,玉名市,経営体
60,150,経営体数,11,計,47430,鍋,経営体
126,150,経営体数,11,計,47440,高道,経営体
95,150,経営体数,11,計,47450,玉名市西部,経営体
116,150,経営体数,11,計,47460,玉名市南部,経営体
55,150,経営体数,11,計,47470,横島,経営体
-,150,経営体数,11,計,47480,天水,経営体
629,150,経営体数,11,計,47490,熊本市,経営体
122,150,経営体数,11,計,47500,河内,経営体
46,150,経営体数,11,計,47510,松尾,経営体
91,150,経営体数,11,計,47520,小島,経営体
72,150,経営体数,11,計,47530,沖新,経営体
-,150,経営体数,11,計,47540,熊本市内陸,経営体
66,150,経営体数,11,計,47550,飽田,経営体
58,150,経営体数,11,計,47560,天明,経営体
174,150,経営体数,11,計,47570,川口,経営体
-,150,経営体数,11,計,47580,富合,経営体
231,150,経営体数,11,計,47590,宇土市,経営体
117,150,経営体数,11,計,47600,住吉,経営体
-,150,経営体数,11,計,47610,宇土市内陸,経営体
114,150,経営体数,11,計,47620,網田,経営体
159,150,経営体数,11,計,47630,宇城市,経営体
26,150,経営体数,11,計,47640,大岳,経営体
24,150,経営体数,11,計,47650,郡浦,経営体
31,150,経営体数,11,計,47660,三角,経営体
18,150,経営体数,11,計,47670,戸馳,経営体
-,150,経営体数,11,計,47680,不知火,経営体
60,150,経営体数,11,計,47690,松合,経営体
-,150,経営体数,11,計,47700,松橋,経営体
-,150,経営体数,11,計,47710,河江,経営体
18,150,経営体数,11,計,47720,氷川町,経営体
18,150,経営体数,11,計,47730,竜北・和鹿島,経営体
252,150,経営体数,11,計,47740,八代市,経営体
14,150,経営体数,11,計,47750,鏡,経営体
39,150,経営体数,11,計,47760,文政,経営体
24,150,経営体数,11,計,47770,千丁,経営体
19,150,経営体数,11,計,47780,昭和,経営体
111,150,経営体数,11,計,47790,八代,経営体
22,150,経営体数,11,計,47800,日奈久,経営体
23,150,経営体数,11,計,47810,二見,経営体
112,150,経営体数,11,計,47820,芦北町,経営体
60,150,経営体数,11,計,47830,田浦,経営体
52,150,経営体数,11,計,47840,芦北,経営体
41,150,経営体数,11,計,47850,津奈木町,経営体
41,150,経営体数,11,計,47860,津奈木,経営体
107,150,経営体数,11,計,47870,水俣市,経営体
107,150,経営体数,11,計,47880,水俣,経営体
609,150,経営体数,11,計,47890,上天草市,経営体
29,150,経営体数,11,計,47900,登立,経営体
153,150,経営体数,11,計,47910,上,経営体
116,150,経営体数,11,計,47920,中,経営体
48,150,経営体数,11,計,47930,湯島,経営体
109,150,経営体数,11,計,47940,維和,経営体
26,150,経営体数,11,計,47950,大道,経営体
18,150,経営体数,11,計,47960,高戸,経営体
26,150,経営体数,11,計,47970,樋島,経営体
38,150,経営体数,11,計,47980,姫戸,経営体
15,150,経営体数,11,計,47990,阿村,経営体
31,150,経営体数,11,計,48000,松島松楠,経営体
1379,150,経営体数,11,計,48010,天草市,経営体
40,150,経営体数,11,計,48020,有明,経営体
24,150,経営体数,11,計,48030,上津浦,経営体
49,150,経営体数,11,計,48040,島子,経営体
18,150,経営体数,11,計,48050,本渡市北部,経営体
39,150,経営体数,11,計,48060,佐伊津,経営体
41,150,経営体数,11,計,48070,本渡市南部,経営体
20,150,経営体数,11,計,48080,御領,経営体
16,150,経営体数,11,計,48090,鬼池,経営体
185,150,経営体数,11,計,48100,二江,経営体
30,150,経営体数,11,計,48110,下田・高浜,経営体
34,150,経営体数,11,計,48120,大江,経営体
33,150,経営体数,11,計,48130,崎津,経営体
42,150,経営体数,11,計,48140,宮野河内,経営体
34,150,経営体数,11,計,48150,魚貫,経営体
269,150,経営体数,11,計,48160,牛深,経営体
53,150,経営体数,11,計,48170,久玉,経営体
71,150,経営体数,11,計,48180,深海,経営体
30,150,経営体数,11,計,48190,宮地・中田,経営体
49,150,経営体数,11,計,48200,大多尾,経営体
28,150,経営体数,11,計,48210,栖本,経営体
47,150,経営体数,11,計,48220,宮田,経営体
25,150,経営体数,11,計,48230,棚底,経営体
202,150,経営体数,11,計,48240,御所浦,経営体
129,150,経営体数,11,計,48250,苓北町,経営体
26,150,経営体数,11,計,48260,坂瀬川,経営体
36,150,経営体数,11,計,48270,志岐・都呂々,経営体
67,150,経営体数,11,計,48280,富岡,経営体
2983,150,経営体数,11,計,48650,大分県,経営体
1639,150,経営体数,11,計,48660,太平洋南区,経営体
328,150,経営体数,11,計,48680,大分市,経営体
328,150,経営体数,11,計,48690,佐賀関,経営体
176,150,経営体数,11,計,48700,臼杵市,経営体
176,150,経営体数,11,計,48710,臼杵,経営体
451,150,経営体数,11,計,48720,津久見市,経営体
234,150,経営体数,11,計,48730,津久見,経営体
217,150,経営体数,11,計,48740,保戸島,経営体
684,150,経営体数,11,計,48750,佐伯市,経営体
64,150,経営体数,11,計,48760,上浦,経営体
36,150,経営体数,11,計,48770,佐伯,経営体
76,150,経営体数,11,計,48780,大入島,経営体
113,150,経営体数,11,計,48790,鶴見,経営体
48,150,経営体数,11,計,48800,大島,経営体
70,150,経営体数,11,計,48810,米水津,経営体
59,150,経営体数,11,計,48820,上入津,経営体
100,150,経営体数,11,計,48830,下入津,経営体
84,150,経営体数,11,計,48840,蒲江,経営体
34,150,経営体数,11,計,48850,名護屋,経営体
1344,150,経営体数,11,計,48860,瀬戸内海区,経営体
129,150,経営体数,11,計,48880,中津市,経営体
129,150,経営体数,11,計,48890,中津,経営体
183,150,経営体数,11,計,48900,宇佐市,経営体
21,150,経営体数,11,計,48910,和間,経営体
113,150,経営体数,11,計,48920,長洲,経営体
24,150,経営体数,11,計,48930,柳ヶ浦,経営体
25,150,経営体数,11,計,48940,四日市,経営体
62,150,経営体数,11,計,48950,豊後高田市,経営体
9,150,経営体数,11,計,48960,高田,経営体
15,150,経営体数,11,計,48970,真玉,経営体
38,150,経営体数,11,計,48980,香々地,経営体
324,150,経営体数,11,計,48990,国東市,経営体
91,150,経営体数,11,計,49000,国見,経営体
76,150,経営体数,11,計,49010,富来,経営体
70,150,経営体数,11,計,49020,国東,経営体
46,150,経営体数,11,計,49030,武蔵,経営体
41,150,経営体数,11,計,49040,安岐,経営体
161,150,経営体数,11,計,49050,姫島村,経営体
161,150,経営体数,11,計,49060,姫島,経営体
216,150,経営体数,11,計,49070,杵築市,経営体
216,150,経営体数,11,計,49080,杵築,経営体
83,150,経営体数,11,計,49090,日出町,経営体
51,150,経営体数,11,計,49100,大神,経営体
32,150,経営体数,11,計,49110,日出,経営体
62,150,経営体数,11,計,49120,別府市,経営体
62,150,経営体数,11,計,49130,別府,経営体
124,150,経営体数,11,計,49140,大分市,経営体
92,150,経営体数,11,計,49150,大分,経営体
32,150,経営体数,11,計,49160,神崎,経営体
1402,150,経営体数,11,計,49240,宮崎県,経営体
293,150,経営体数,11,計,49260,延岡市,経営体
121,150,経営体数,11,計,49270,北浦,経営体
59,150,経営体数,11,計,49280,島浦,経営体
40,150,経営体数,11,計,49290,浦城,経営体
20,150,経営体数,11,計,49300,延岡,経営体
53,150,経営体数,11,計,49310,土々呂・鯛名・赤水,経営体
93,150,経営体数,11,計,49320,門川町,経営体
46,150,経営体数,11,計,49330,庵川,経営体
47,150,経営体数,11,計,49340,門川,経営体
162,150,経営体数,11,計,49350,日向市,経営体
132,150,経営体数,11,計,49360,富島,経営体
30,150,経営体数,11,計,49370,日向,経営体
56,150,経営体数,11,計,49380,都農町,経営体
56,150,経営体数,11,計,49390,都農,経営体
171,150,経営体数,11,計,49400,川南町,経営体
171,150,経営体数,11,計,49410,川南,経営体
8,150,経営体数,11,計,49420,高鍋町,経営体
8,150,経営体数,11,計,49430,高鍋,経営体
17,150,経営体数,11,計,49440,新富町,経営体
17,150,経営体数,11,計,49450,新富,経営体
199,150,経営体数,11,計,49460,宮崎市,経営体
34,150,経営体数,11,計,49470,佐土原,経営体
14,150,経営体数,11,計,49480,檍浜,経営体
65,150,経営体数,11,計,49490,宮崎,経営体
86,150,経営体数,11,計,49500,青島・内海,経営体
120,150,経営体数,11,計,49510,日南市,経営体
43,150,経営体数,11,計,49520,鵜戸,経営体
49,150,経営体数,11,計,49530,油津,経営体
28,150,経営体数,11,計,49540,大堂津,経営体
98,150,経営体数,11,計,49550,南郷町,経営体
61,150,経営体数,11,計,49560,南郷,経営体
14,150,経営体数,11,計,49570,栄松,経営体
23,150,経営体数,11,計,49580,外浦,経営体
185,150,経営体数,11,計,49590,串間市,経営体
15,150,経営体数,11,計,49600,市木,経営体
77,150,経営体数,11,計,49610,都井,経営体
25,150,経営体数,11,計,49620,本城,経営体
68,150,経営体数,11,計,49630,福島,経営体
4401,150,経営体数,11,計,49840,鹿児島県,経営体
101,150,経営体数,11,計,49860,出水市,経営体
76,150,経営体数,11,計,49870,出水,経営体
25,150,経営体数,11,計,49880,野口,経営体
445,150,経営体数,11,計,49890,長島町,経営体
357,150,経営体数,11,計,49900,東町,経営体
88,150,経営体数,11,計,49910,長島,経営体
263,150,経営体数,11,計,49920,阿久根市,経営体
79,150,経営体数,11,計,49930,黒之浜,経営体
137,150,経営体数,11,計,49940,阿久根,経営体
47,150,経営体数,11,計,49950,西目,経営体
296,150,経営体数,11,計,49960,薩摩川内市,経営体
56,150,経営体数,11,計,49970,川内,経営体
60,150,経営体数,11,計,49980,里,経営体
25,150,経営体数,11,計,49990,上甑,経営体
28,150,経営体数,11,計,50000,浦内,経営体
35,150,経営体数,11,計,50010,平良,経営体
22,150,経営体数,11,計,50020,鹿島,経営体
70,150,経営体数,11,計,50030,下甑,経営体
208,150,経営体数,11,計,50040,いちき串木野市,経営体
51,150,経営体数,11,計,50050,羽島,経営体
87,150,経営体数,11,計,50060,串木野,経営体
36,150,経営体数,11,計,50070,島平,経営体
34,150,経営体数,11,計,50080,市来,経営体
82,150,経営体数,11,計,50090,日置市,経営体
46,150,経営体数,11,計,50100,東市来,経営体
20,150,経営体数,11,計,50110,日吉,経営体
15,150,経営体数,11,計,50120,吹上,経営体
1,150,経営体数,11,計,50130,地区設定外,経営体
242,150,経営体数,11,計,50140,南さつま市,経営体
-,150,経営体数,11,計,50150,金峰,経営体
20,150,経営体数,11,計,50160,加世田,経営体
11,150,経営体数,11,計,50170,大浦,経営体
75,150,経営体数,11,計,50180,笠沙,経営体
42,150,経営体数,11,計,50190,野間池,経営体
15,150,経営体数,11,計,50200,秋目,経営体
17,150,経営体数,11,計,50210,久志,経営体
62,150,経営体数,11,計,50220,坊泊,経営体
